text,label
탄탄한 스릴러+ 샤론스톤,긍정
내 인생에서 영화를 본 2시간...최악의 2시간,부정
불륜?고소하거나나가OOO된다왜인간은못난저대신타인을죽일까,부정
값으로 헤아릴 수 없는 보물은 바로 역사다.,부정
캐롤의 첫사랑이라는 제목으로 일본에서 개봉했죠... 괜찮은 영화입니다..,긍정
"ㅋㅋ재밌다..해적되서 배타고싶어졌음 모험돋음, 괴물들도 다양하고 세상의끝에서 떨어지는거랑 멋짐 .친구의여자를 차지한다는것은 예외였음",긍정
배우들은질질짜고 짜는모습을보는 관람객들의심기는엿같아지는 제대로만든쓰레기영화,부정
쵝오입니다.. 남자의 로망,긍정
이보다 더 감동있고 황금같은 영화는 있을까?,긍정
정말 재미있어요 저 지금 6학년인대;; 그냥 한번 동생때문에 갔는대 기대 이상이었어요반전이짱!!!{>-<},긍정
그냥 드라마 한편 본 느낌,부정
짱짱,긍정
이거 드림웍스 허가는 맡았을까?,부정
OO승질난다 문어발에소주생각나게한다 쓰레기같은영화임,부정
제목이 왜패션왕인지도 모르겠고 점점내용이 이상해지더니. 결말에서 빵터트림...이제훈때문에...사점...,부정
어쩌면 영화가 더 좋을지도 모르겠다는 생각이 들 정도,긍정
영화음악이 너무좋았고 기네스 펠트로우 리즈시절은 정말 아름답네요,긍정
인디아나존스에 이어 고대이집트를 배경으로 멋진 모험 sf명작이 탄생하다.,긍정
생각해던거 보다 넘 재밌었다~ 감동적인 부분도 많았고 저런 아빠있었으면 좋겠다,긍정
이스라엘의 현실을 알게하며 하나님의 회복의 계획들을 다시한번 바라보게 해준 영화! 감사합니다,긍정
재미없어 그냥....,부정
꼭! 두번바라 나중에 세번보고 또 시간대면 네번바라 영화라는게 그때 그 감정에 따라 느껴지는게 다르거같다,긍정
"도대체 뭘 말하고 싶은 건지.. 공감도 안되고, 후반부로 갈 수록 심기가 불편한 영화.. 끝까지 봐야하는 영화라길래 끝까지 봤건만;;그리고, 렉스라는 캐릭터 표정이 시종일관 너무 맘에 안듬.",부정
왜이렇게 평점 높냐 이런듣보잡영화에 다알바들이구만,부정
음악 그 자체만으로도 눈부신 영화다!,긍정
"좋은 시나리오두 좋은 제작진을 만날 때 빛난다. 연출, 카메라, 캐스팅 모든것이 아쉬운 영화..",부정
ㅋ,긍정
감독님 ! 서울고 잘생기고 머리긴애에요 ^-^,긍정
중국사람들 알바들 쫙깔렷네 ㅋㅋ 뒤쪽보면 똑같은글도배해서 평점준사람들도ㅋ,부정
슬로우 모션일때마다 취권느낌,부정
이연걸짱,긍정
이런 영화를 만들수 있는 일본이 조금 부럽다,긍정
진심노답...역사적으로 의상 제대로 고증한거외에는 뭐여 스토리도 없고 보고있던 내 시간이 아깝다. 게다가 왠 레즈비언이야기...영화소개랑도 내용 전혀 다르고 진짜 노답.,부정
어휴...,부정
중학교때 보았는데........... 내 인생........ 제일 재미 없었던 영화 ^_^......;;;,부정
마초적 판타지를 미화시킨 변태같은 영화. 이해 못함.,부정
영화의 명성에 비해 너무나 실망감이컸다!! 재미 하나도 읎네. 그래도 케빈스페이시 아저씨때문에 1점 ㅎ,부정
처음에는 좋았는데 가면 갈수록 이야기가 삼매경으로 빠지는,부정
아주재미있습ㅠㅠ,긍정
연애의 화술 2부 기다렸는데....너무해요...옷땜에 눈에 거슬린사람들보다 기다린사람들이 더 많을텐데 좀 화나요...ㅠ.ㅠ말도 안되는 일로 방송을 안 내보내는 것도 그렇고 말도 안되는 옷땜에 태클거는 사람도 그렇고 참....어이없어요ㅠ,부정
이거진짜짱재밌음!!!,긍정
재미있음,긍정
배우들 연기도 너무 오버해서 어색해요. 재방송은 많이 해서 보려고해봐도 한 편을 끝까지 볼 수가 없는 드라마..,부정
10년만에 다시 봤지만 역시나 불후의 명작....,긍정
"""리딕-""""헬리온 최후의 빛""""과 함께 내 인생 최악의 속편 당당 1위.이런게 바로 졸작.""",부정
흔히 말하는 달동네 사람들의 삶을 잘그린 작품이라 생각 되네요,긍정
"내내 기억하게 될 영화다. 역시 박신양, 이미연이다. 박신양의 난처할 때의 꺼방한 행동, 말투 가 재밌고 때론 무서우리만치 명철한 모습도 멋있다. 재판정에서 변호사역으로 이렇게 안정감 있고 설득력있게 연기하는 분이 또 있을까. 최고 명배우다!",긍정
난 이거 끝나고 이게 픽사 영화라는거 보고 멘붕했다,부정
"이렇게 뜻있고 훈훈한 소재를, 이렇게 좋은 배우들을 섭외시켜 놓고도 , 이 정도로 밖에 못 그려내다니.. 백퍼 연출가 탓 ... 촬영한거 십분의 일도 못 살린 영화..",부정
별 것도 아닌 거 가지고 흥분한 자의 최후..,부정
"이딴 영화 왜 만드냐? 정말,,, 한심하다,,, 무섭지도 않다",부정
이런영화를 보고 울다니.영화보고 잘 울지않는 저를 울게만들었네요~ 이런영화랍니다~,긍정
쥬라기공원3보다더 잘만든것같다,긍정
오랜만에 봐도 역시 그림체부터 스토리까지 정말 즐겁고 재밌습니다.오히려 이 당시에 애니메이션이 더 귀엽다는 느낌도 많이 드네요,긍정
싼티에로라지만 다들 즐긴다.. 에로영화인들의 리얼스토리.. 괜찮은데 ㅋ,긍정
뒷수습할 준비 되셨습니까??,부정
"서정적인 음악 위에 흐르는, '무드'란 이런 것!",긍정
점점 나락으로 떨어지는 속편...,부정
장난없네.. 기대안하고 그냥 봤다가 소름돋았다 ;; 오펀 천사의 게임이 별4개라면 이건 5개 주고싶다 진짜 재밌다,긍정
지금 여기부터 댓글 50페이지까지 250개의 평 중 10점 만점을 주지 않은 평이 고작 20개 초반. 250 개 중 약 230개의 댓글이 모두 10점 만점을 주었다.그만큼 재미있는 드라마.,긍정
아이가 요거보다가 감동받기도하네요^^,긍정
김지은(예명 강예원) 몸매 참 사랑스럽다,긍정
2번은 봐야 재미있는영화. 굿...,긍정
너무 재미없어 보다 계속 딴짓거리만했음...,부정
너무너무 감동받았다.,긍정
조니뎁과 케리비안의 해적이라는 이름을 낭비한 영화 5는 안나왔으면 좋겠다,부정
재밌네요,부정
그림자 분신술인줄 알았네;;,부정
감동적입니다. 편견에 대한 생각을 하게 해주네요. 유쾌하기도 합니다.,긍정
진짜 재밌어욤,긍정
이게 7점대라니 말도안돼서 10점 주고 간다.ㅠ 정말 좋아하는 공포영화. 명작임..~,긍정
기법8점 스토리-7점이라고 감히말함다. 절친이몇년간사랑했던여자와 다알면서결혼을?,부정
정말 재미있게 본 영화! 좋아하는 사람의 마음을 얻을수 있는건 진심이라는걸 다시한번 깨닫게 되는 좋은영화네요!,긍정
www.nemofile.co.kr 가입 knight 추천바람!,긍정
왜 공포물이지? 그래도 맨마지막 커팅장면이 완전 인상적,부정
서영희 연기는 정말 지렸다. 괜히 나온 말이 아니군..그리고 실제로 이런 일이 있을 것 같다. 충분히 그곳이라면...,긍정
말도 안되는 평점에 놀라울뿐이고!!!,부정
한시간반동안 런닝맨이나볼걸^^^^***휴열받네,부정
별을 줄 이유가 없다,부정
인디 성님은 또한 로맨티스트 였지라,부정
돈아깝고 시간 아깝다,부정
잼있정 욕하지마cin9님,긍정
이 영화 볼 시간에 원작 TRPG를 하는 것이 정신건강에 좋음.,부정
무섭지도 않고 재미도 없고...,부정
따뜻한영화다. 힐링푸드와 배경들이 너무 좋아서 저런곳이있다면 당장이라도 혼자 힐링여행을 떠날수 있을것같다.,긍정
누구든 개인에게 생각이나 사상을 강요할수없다고 생각한다 그런데 나는 성소수자들을 좋아해야만 하는걸까,부정
내취향은전혀아니었다 보는내내힘들었다,부정
너무 오글거리는 대사들 액션의 맛보다는 스토리가 이어져야하기때문에 액션을 넣었다. 그래서 긴장감도 없다. 그들의 우정얘기만으로는 부족하다.,부정
정말이케 재미없는 드라마 처음보내요여주캐스팅최악..정말답답한 드라마,부정
미음까지 따뜻해지는 영화!,긍정
"'미셸 미셸' 단지 이름을 부르는 것만으로 가장 많은 이의 심금을 울린 영화,",긍정
아기들과 하나되는 탁월한 베이비 시터!!,긍정
로다주 특유의 그 넉살연기가 너무 좋다,긍정
"""죽는다는건.. """"행복해 죽겠네""""만.. 해당되는거다..""",부정
별루흥미없는 스토리 공감안가는 내용,부정
감동 깜찍~! 정말 멋진 영화 입니다.^__^/ 최고~!,긍정
멜로 코미디 영화,부정
난 돌아가고 싶지않다.지금이 안정적이고 좋다.. 내 직장..내 아파트.. 내 차.. 토끼같고 여우같은 처 자식들..지금이 좋다!,긍정
귀여워요 ♥♥진짜 표정하나하나 잘만든듯,긍정
1편보다 점점 떨어지는느낌.. 하지만 좋다.. 왜냐?컨셉을 유지하자나/4를 기대해보자.,긍정
독특한 설정과 화려한 액션!!,긍정
제이미벨이 있어서 행복... 데이빗맥킨지에겐 감사...,긍정
가족과 같은 느낌을 주는 영화 ^^,긍정
우디 앨런의 지루한 넋두리를 참고 들어주기에는 요즘 볼만한 영화들이 많다는 생각이 듦..,부정
재밌고 웃기고 최고에요~~~,긍정
재밌었음.,긍정
지금돌아와서 생각해보면 이영화는 판타지였나보다..ㅎㅎ,긍정
Not Bad....,부정
나의 인생의 대해 다시한번 생갓할 수 있게 해주는 영화,긍정
이것이 실화라는 말인가요?,부정
아무 생각없이 평점 안보고 영화를 보다가 마지막 엔딩에서 소름 돋는걸 느끼는 내모습이였다... 몇번을 봐도 질리지 않고 볼 수 있는 영화 ㅠㅠ 다크나이트 시리즈,긍정
재미있네요 배우 캐스팅은 잘된것 같아요~,긍정
다케시 영화중 탑으로 꼽는다,긍정
손바닥으로 하늘을 가릴 수 없습니다.,부정
ㅋㅋㅋ,부정
나는 왠지 스토리의 질이 원작보다는 애니가 더 땡긴다,긍정
홍상수감독의 수작,긍정
"엎치락뒤치락 하더만, 결말은 맹탕이넹...",부정
난 볼만했음..,긍정
굳,긍정
최악의 작품 페이크다큐의 극 리얼리티를 추구한다면서 페이크다큐 영화의 기법.특징을 하나도 살리지못함. 이제는 통하지 않는 뻔한 전개. 심지어 괴물.주인공의 특징을 살리지못함. 대화내용 도중에는 서로 짜고치는 것이라는걸 알수있는 것 까지 담김,부정
삼인조의 무전여행.,부정
이 펭귄들 너무 좋아^^,긍정
결론이... 시작은 곧 끝? 별로였다. 어쨌든 시간은 기다리지 않고 흘러간다는거,부정
어이없다 영화제목과 포스터는 더더욱 어이없다,부정
하드보일드한 영화이긴하지만 온통미쳐있는 캐릭터속에서 관객인 나도 미쳐간다는 생각이 들었던..역질나는 영화 속 캐릭터들은 일본 특유의 모습으로 밖에 비춰지지 않았다. 실화를 바탕으로 만든 영화이긴 하지만 그래서 더 연출기법에 신경을 썼으면 좋았을것을..,부정
CGV야 만우절 낚시하니까 조으디?,부정
위대한 명성에 이끌려 보게된 영화. 하지만 그 명성에 못미치는 영화라고 생각한다. 솔직히 영화를 보는 3시간이 지루하고 아깝다고 느낄정도로 재미가 없었다. 동시대에 대비해서 재미있었기 때문에 명성을 얻은걸까? 차라리 '신세계'가 훨씬 재밌고 깊다.,부정
볼때마다 여운이 진하게남는 영화,긍정
"이런 분위기의 영화 너무좋다~ <내 아내의 모든 것>에 나오는 장성기라는 캐릭터가 안토니오를 모티프로 만들어진 것 같은 느낌을 받았다. 하지만, 우리나라판 제목이 마음에 안들긴 하지만 영화는 정말 좋았다.",긍정
5회부터 무슨내용인지 알겠네여~ 다들연기 굿!!!감동 부분도있고~완전 잼있어여^^ 왠만해서 평점안남기는데~ 굿입니다 굿굿!!!,긍정
ㅇㅇㅇ,부정
기억에 남는다. 좋게좋게,긍정
3류에도 못미치는영화다...이런거왜만들어서 시간낭비하는지 참...,부정
"mon amour, ne me quitte pas...고전 신파 멜로의 최고봉.",긍정
아 진짜 연기력 극혐...,부정
달달하게봄 움하하하하,긍정
아니이거재밌다는게 이해가안가네..진짜재미없다.. 평점1도아깝네반전도없고,부정
참! 죠아용.,긍정
후속편 봐야 하나 고민되네요 전편 정말 별로였는데 특히 소지로는 매우 실망 나이들어보이는 중년 아저씨,부정
마음에 듭니다.,긍정
네이버영화추천해서 봣는데 ? 영화가 아니라 미국아침드라마 ?네이버쓰레기 평점쓰레기 ? 열받아서 평점쓰기는처음? 남주도 포르노배우같은 쏘리 ?,부정
영화 보기 전에는 맛 기행 정도로 생각했는데.꽤나 스토리가 탄탄하게 만들었다,긍정
블라인드 시사회로 봤던 영환데 정말 흡족했던 영화. 유쾌하고 발랄함 그자체. 보면 기분이 좋아지는 류는 어떤 것들을 불문하고 가장 좋아할 수 밖에 없는 매력이 있다!,긍정
포스트는재미있어보였는데.시간때우기도안됨,부정
솔직히 재미만 있다.원작과 비교하면 카리스마는 현저히 떨어진다,부정
"언데드가 출몰하는 서부극 으로 이야기 전개 방식이 짜증스럽다. 빈약한 스토리, 별거 없는 액션씬. 웨슬리 횽아의 카리수마 눈빛만 여전~",부정
최고다 이 말 밖에 할 수가 없다,긍정
지나치게 자극적으로 만든 인권영화라 별다른 감정을 느낄수가 없다.,부정
아니 이 애니를 보고 쓰레기라고 하는 분들 머릿속은 도대체 멀로 이루어져있는지?,긍정
스타워즈 시리즈가 이 영화 때문에 망했다.,부정
성의없는 그리고 대책없는....,부정
진짜 잼있게 봤는데.. 보면서 심장 떨리고..긴장감 넘치고 액션도 좋고.. 괴물 cg도 사실적임.,긍정
ok,부정
최민수가 갑이다! 두말필요읍다 최고!,긍정
꼭 여성에 대한 관점이 아니더라도 사회적 기준을 넘어선 스스로의 삶의 주체성에 대해 생각하게 만드는 영화. 여운이 남는다.,긍정
닥치고 즐겨라. 닥치고 못보겠다.ㅋ,부정
한국에도 이런영화가 있다니,긍정
이렇게 재미없어도 되나 싶을 정도로 드릅게 재미없네유.,부정
이런 스타일 좋아...좋당께!,긍정
목적에 충실하다.,부정
아파트에서 소리지르면 강퇴야~,부정
이 시대에 사람의 마음을 한편의 그림으로 표현하는게 정말 아름다웠고 대단했다.,긍정
그냥 강추합니다. 평점이 왜 이렇게 낮은지는 이해 불가능할정도로...,긍정
가슴이 먹먹해진다는 느낌을 제대로 받았다. 내게 최고의 영화,긍정
근데 뭔가 유령신부와 비슷한 분위기?,긍정
별 한개도 아깝다. 0개도 있으면 좋겠네요.,부정
잔인하지도 않고 긴장감도 없는..3류 쓰레기 배우들 발 연기에 무능한 감독과 연출 18,부정
최고의 의학드라마..♥♥♥,긍정
"우리나라사람들존나웃긴게ㅋㅋ일본침몰 후속타로 나온 일본이외 모두침몰이란 패러디영화가있음ㅋㅋㅋ근데그영화는 일본침몰을 까는 ,즉 우익세력들을 풍자하는 내용을 담고있는데 거기평점을보면 다 우익욕하면서 1점임ㅋㅋ근데이건 제목이 이런데도 1점이면어쩌라고ㅋㅋㅋㅋ",부정
"1차 세계대전 中 피고 진 청춘들. 무기와 기술력은 20t세기, 전쟁을 일으킨 정치인들과 전쟁을 지휘하는 고위 장교들의 생각은 19세기.",긍정
졸려 죽을뻔했다..,부정
한국 애니의 가능성을 한단계 올려준 영화... 굿잡!,긍정
역대최고의캐릭터강마에,긍정
뉴욕마라톤~,부정
김리나가 이쁘다,긍정
질질싼다,긍정
재밋어요.,긍정
"오다기리조때문에 봤는데 그걸 떠나 감동적이었어요. 그냥 뭔가 요즘 자기일을 사랑해서 하는 ㅅ ㅏ람들 많지 않은데 생각 하게 하는 영화였어요,",긍정
이렇게 하는 건가? 1빠!!!!,부정
노래 배경 끝내주네 ㅋㅋ,긍정
어이없는 순간순간이 아쉽다,부정
효진배우는 단발이 갑이였다...,긍정
박중훈은 역시 깡패역활이 최고!!!!,긍정
부담없이 볼수있는 좋은영화입니다 추천!,긍정
우연히 보게된 영화지만 내 생활을 돌아보며 반성하게 만든 영화입니다. 마치 고요한 마음속 호수위에 물수제비 뜨려고 던진 돌멩이가 토네이도가 되어 내 마음 내 머릿속을흔들어버린 영화였습니다.,긍정
꽃보다 남자가 진리♡,긍정
어설프다.,부정
결말이상해 ㅠㅠ승호불쌍,부정
영화가 무슨 내용 인지 모르겠다.,부정
머랄까 정말 머라 할말 수 없는..,긍정
"지루함,지루함,지루함",부정
역시 이순재 할아버지가 나와야돼ㅋㅋ감자별은 재밌음ㅋㅋ,부정
별빵개 아우돈아까워라ㅜㅜ1점도주기싫다는영화제목착각해서 안젤리나졸리나오는건줄알고봤는데 보다보니 안젤리나졸리안나오고 제목다시보니 잠자는숲속의미녀도아닌 미녀와야수라니ㅜㅜ 완전열받네요,부정
허술한 이야기에다 징그러운 연출.. 어둡기만 하고 눈이 아프다,부정
아무리 김지운감독이고 애국심이라고 해도 이건 쓰레기다 진짜 ㅡㅡ; 머냐 이게,부정
"""""""내가 웃는게 웃는게 아니야""""란 노랫말을 들려주는 듯한 마지막 장면이 오래도록 뇌리에 남습니다.""",긍정
"정말로, 저절로 입가에 스르르 미소가 돈다",긍정
재미있고 없고를 떠나서... 이건 불쾌감주는 영화던데... 관객모독,부정
허술한 구성.,부정
"혜진양, 예전부터 팬으로서 다소 실망...",부정
sns같은곳에 고어영화라고 설명되있는게 참으로 안타깝다... 내게는 최고의 영화(단순히 잔인하기만한 영화가 아니란거),긍정
"다리오 아르젠토에게 스토리는 애당초 기대하지 않았지만, 배우들의 연기까지 기대 수준을 저버리다니..",부정
평점이 생각보다 높네여,부정
게임을이정도까지재현하다니ㄷㄷ,긍정
비키의 몸매 최고네요!,긍정
누구 박신애가 왜떨어진건지 납득 가는사람?,부정
평점 조절이 필요한;;;;,부정
예전에 OCN에서 이거 방영 해주길래 우연히 봤는데 스토리가 탄탄하더군요.,긍정
노잼 ㅡㅡ보지마세요!,부정
헐~,긍정
범죄스릴러 치고 긴장감이 조금 떨어지고 살짝억측스러운 반전코드,부정
삶에 대해 한번 가만히 생각해보게 만드는 울림있는 영화. 블럭버스터보다 만족 감을 주는 작지만 큰 영화.,긍정
액션만 보는 나도 가슴이 뭉클해 지게 만드는 영화 .^^*,긍정
저 브로커조차 돈을받고 다큐를 찍었네ㅋ,부정
그림체는 좋았는데...그냥저냥,부정
보는 내내 순수한 느낌이 너무 좋은 영화,긍정
맨날 친구이름 부르면서 어딨냐고 찾아댕겨..요샌 공포영화의 정체기야,부정
제발 스페어2가 나왔으면 !!! 너무너무 재밌어요,긍정
내용도 별거 없고 임수정도 이쁘게 안나오고 슬프지도 않고 감동도 없고 ..이건 최악,부정
진짜 더럽게 지루함ㅡㅡ 스릴도없고 액션도없고 왜장르에 포함된건지 이해가 안갈뿐,부정
좀긴편인데 스릴러+멜로라 지루할틈없이 재밌었음 마지막반전도대박!,긍정
'굿바이 레닌' 으로 한국에서 사기치기.,부정
짱,긍정
2시간 27분짜리 확장판으로 봤다. 마이클 매드슨 연기는 좋았다. 그러나 김빠진 연출능력과 시나리오가 명배우들의 연기를 하나도 끌어내지 못했다. 그리고 카리스마 없는 캐릭터에 알 파치노는 어울리지 않는다.,부정
"생각보다 진짜 좋았어요.다큐인데 먼가 심쿵하는 부분도 좀 있고주인공 얘기에 확 몰입하게 되더라구요.현충일에 본게, 의미있고 굿타이밍이었던것같아요.",긍정
이거 어디서 껍데기만 카피한 아이디어냐?? 원 창작자 따로 있을것. 그러니 내용이 모양이지!,부정
최고입니다 ^^추천,긍정
이거 존나재미없어요. 미쳐버림진짜. 걍 레미제라블이나 잭리처 두번보세요,부정
이런거 싫다... 유열 진짜 실망이네,부정
장애인이든 비장애인이든 같은 생각과 걱정을 하고 있다는 생각이 들었습니다 많은 분들이 보았으면 좋겠어요,긍정
화려한 색채때문에 눈이 아프지만 그 나름대로 화려연예계여자욕망에대해 표현해냈던거같다 보는내내 진짜 리리코심정가진 연옌들도 있을거같고..나를한번도보지못하고알지못하는사람들이날어떻게사랑하냐그런대사 나왔을때 소름돋더라 연예인들은 많은사랑받으면서도 참 허전할듯,긍정
주인공 애아빠 한심하고 질나쁜 인간땜에 좀 짜증나서 -1점 ..,긍정
"라 당스 La Danse: The Paris Opera Ballet , La Danse - Le Ballet De L'Opera De Paris , 2009",긍정
역시 미국영화.. 주인공 영웅화시키기 바쁘다-_-,부정
게스트가 출연하는 이후로부터 내용에 재미가 없어진것 같아요~게스트들 나오기전이 더 재밌었어요..요즘 좀 재미없네요ㅜ,부정
독일어 샘이 우리반 단체로 수업 째고 보여준 영화 손양두 선생님ㅋ,긍정
병맛영화의 신개념 난 극장가서 양껏 재밋게봤소이다ㅋㅋ,긍정
수준높은척하려다 결국 B급졸작이 되버린 영화.,부정
난 괜찮게 봤는데.;;,긍정
추천합니다... 재밋게 본 3人,긍정
저도 청각장애인 고등학생인데 부끄럽지 않고 당당해요!정말 멋진 영화였습니다. 존경합니다!!!!,긍정
이생키들아 찬양해라. 우뢰매님이시다,긍정
일단. 내생각에 감독이 참이슬 6병은 마시고 영화만든듯 ㅋㅋ,긍정
이건뭐 여성우월주의자인가요? 젤어이없는게 여자에게 아름다우시네요 라고해도 성추행 이란말은 정말 웃기네요.듣는사람의 마음이 중요하다고하는데 난 당신의 남성비하방송을보고 성적 수치심이느껴지네요.당신은 성추행범 맞는거죠?,부정
쩌네,긍정
세상에 이렇게 재밌을수가. 이걸 왜 이제 봤는지 후회했다. 깨알같은 모든 대사와 진행상황이 재미없을 수가 없음ㅠ,긍정
희대의 망작,부정
흥행이왜... 이런 영화를 제가 군대에있어서 못봤었군여.. 여러분들 좀 영화관가서 이것좀 보시지들..,긍정
아름다운 제주도. 재미있는 밴드. 어설픈 연기와 연출. 개연성 부족한 스토리. 아까운 한시간. 도대체 뭘추구하는 건지 이해하기 어렵다. 영화라고 하기 좀 민망스럽다. 차라리 다큐멘터리처럼 가져가는게 나았을듯.,부정
난 그냥 이드라마가 좋다..,긍정
언벨런스하게 재미있는데 뭘 그래? Why so Serious ?,긍정
너무 좋았음,긍정
"도데체 뭘말하고싶은건지, 뭘 보여주려 한건지 모르겠다.",부정
다 좋은데 피해자 코스프레임?,부정
허무하고 이도저도아닌 영화가 됬다 액션도 사실 별로..,부정
최근 개봉한 엑소더스보지말고 이 애니메이션 보길 강추!!,긍정
ㅋㅋ 장면 하나하나다 창의적이다 ㅋㅋㅋㅋ 꼭봐라진짜 이거만든 감독 천제야 ㅋ,긍정
"아름다운 예술도 있고 사람을 기분좋게 하는 예술도 있는데, 이렇게 지저분하고 더러운 걸 예술이랍시고 만드는 감독의 뇌는 얼마나 지저분하고 더러울까.",부정
영화 너무 잘 만들어 졌네요 스케일도 굉장히 크고 특히 설경구씨 연기는 압권이었습니다 . EBS에서 우연히 보게 되었는데 이런 명작이 왜 크게 히트를 못 했는 지 의문이네요 . 이 영화 짱!!,긍정
제가 본 로맨스영화중 최고로 달달했어요~~...,긍정
이 유명한ost들이 다 여기에서나온거구나ㄷㄷ비디오게임캠패인다깬듯한느낌?ㅋㅋ미니보스깨고 최종보스까지 꿀잼허니잼,긍정
미치광이의 최후의 발악.,부정
"처음으로 평 써본다, 진정으로 화가 나는 것은 재미없다, 개연성이 부족하다, 상투적이다, 등 이런 감상평 자체를 할수 없는 영상물이다. 딱 한가지만 얘기하면 화상캠 녹화되는 설정은 감독이 영화 찍다 까먹었니?",부정
윤아언니 ♡해요~!!저는 매일 너는 내 운명 드라마를 보는 학생이에요,긍정
솔직히 알바아니고 너무좋았음.. 리들리스콧 특유의 분위기 말이필요없다 영화를 좋아하면 매니아 라면 추천 그냥 시간때우기용으로는 비추천..,긍정
매력이 넘치는 영화. 명작.,긍정
볼만했던영화시리즈를 완전 졸작으로 만들어버린영화,부정
내 생에 본 전쟁영화 중 가장 실감나고 재밌는 영화였다,긍정
오늘 판타스틱4 보고온 호갱입니다. 이건 걸작이에요. 십점 만점에 십점.,긍정
배우들이 좋길래 찾아보려고 했더니 스페인영화라 그런지 배우 정보가 없네요ㅜㅠ 킬링타임용으로 좋은 영화 인것 같네요. 여운도 남구요. 무엇보다 코믹판타지임에도 불구하고 내용이 산으로 가지 않아서 좋았습니다 ㅎㅎ,긍정
"살다보면 이런저런 상상을 할 수 있는데,그 상상속이 그대로 들어난 영화인 듯 하다.일단 고마츠 나나가 너무 예쁘다.캐릭터들이 각자 성격대로 잘 살아있는것 같았고.크게 남는것 없지만, 한번쯤은 볼 만 하다.",부정
멋있는 활약~ 기대^^,긍정
재미지네용~ㅋㅋㅋ라이언 레이놀즈 내 이상형ㅠ,긍정
"본 시리즈 같지 않으며, 끝이 다음편 나온다고 영화 1편 내 설명이 너무적다.",부정
너무나도 유명한 작품 아주 아주 늦게 보았는데 그렇게 감흥이 없었다,부정
재밋냐,부정
이렇게 최민식이 사라질줄 알았는데... 최민식씨 감사하며 사세요,부정
"철지난 조폭 코미디와 뼈대 있는 가문의 이야기를 섞었지만, 둘 다 지루하다. 박정아를 비롯해 배우들은 보기 민망한 연기를 펼치고, 기억에 남는 건 하나도 없다.",부정
이영화를보고나니한국영화가 정말재밋다는걸깨닭께한영화,부정
ㅇㅇ,부정
박성웅 이니까♥ㅎㅎㅎ,긍정
재미있다재미있다재미있다재미있다,긍정
어릴때 보려고했던 영화,부정
먼내용이고 왜이래 꽈놨노 내용해설 너무 어려워서 짱나가 못보겠다,부정
내용신선하니 좋았는데..김갑수 손예진 연기력최고입니다,긍정
평점이 높아서,부정
영화가 모든 논리를 맞춰야하는건 아니지만... 최소한 납득시킬 장치는 있어야지. 너무 뜬금없다. 좀비인지 사람인지 뭔 힘이 그리 쌘건지... 액션도 섬세함이 전혀없고...,부정
어릴땐 드류가 이쁜줄 몰랐는데 보는눈이 길러지니 드류가 엄청 이쁜거엿구나,긍정
"일단 다 필요없고, 여주 미친듯이 이쁨.",긍정
최고입니다♥,긍정
"철없으면 귀엽거나, 가벼우려면 웃기던지. 아무것도 담지 못한 식상&진부함의 결정판",부정
"우리네 삶이나 인생을 논하기에는 영화 관점이 편협하다. 보편성이 거세 당한 삶 이야기, 인생 이야기는 억지스럽기만 하다. 대다수 독립영화들 처럼 왜 이런 주제나 결말로 일관되는지 되묻고 싶다.",부정
휴잭맨의 매력만큼 맥라이언이 리즈시절 만큼의 포스를 냈더라면 좀 더 매력적인 작품이 됐었을텐데,긍정
평점 알바 ㅡㅡ ..답이없다,부정
다른 건 다 참을 수 있다. 하지만 춘리가 말허벅이 아닌 건 도저히 못 참겠다.,부정
생각했던 것 이상으로 재미있음.,긍정
왜 이런걸 찍었을까 의심이 들게 하네요. 감독은 이런 스토리에 영화 찍고 쪽박 났을 것 같아요.,부정
아 오늘마지막회 ㅜㅜ 닥본사~,긍정
저예산 독립 애니메이션 이라는 사실을 감안하고도 너무나 처참한 작품 퀼리티다.시종일관 조잡하고 난해하고 스토리와 전체적으로 붕 떠있다. 거기다 중고딩 수준의 그림체와 일반인 성우들의 출현은 극 몰입을 방해하는데 큰 기여를 한다.,부정
"정말 낚였네요, 다 중앙대학생들인가보네..=_=",부정
계속 보게 만드는 영화~ 굳!!,긍정
가볍게 보기 정말 좋았는데 평점이 이리 안좋을줄이야;; 유쾌하게 보기좋았어요,긍정
평점이 너무 후한데.....죽음을 코미디로 전락시켜버린 드라마....,부정
따뜻한물만 안챙겨줬어도...따스한 마음을 가진사람이어서 더 행복하길 바라~,긍정
이해하고 못하고의 문제가 아니다 그냥 재미없다 그냥 재미가 너무 없다,부정
말이 필요 없었다.,긍정
쭉~ 봤다~,긍정
lial*** 이거 97분짜리 장편영화야...이런영화에 알바일리는 없고 평점조절위해 ...감독은 제발 툭하면 관두지좀마시길..멜로 영화에서 여자친구랑 툭하면 헤어지는 느낌감동을 짜내기위한 엑스트라들의 무리수.,부정
이걸보면 왜 1점 주게 되는지 알겠다,부정
브래들리쿠퍼의 매력에 풍덩!! 시간가는줄몰랐네요,긍정
